year,meet,stroke,gender,distance,event_name,field_size,prelim_mean,prelim_median,prelim_std,prelim_cv,prelim_skewness,prelim_kurtosis,prelim_iqr,prelim_iqr_ratio,max_gap,avg_gap,gap_1st_2nd,max_gap_position,hhi_prelim_times,pressure_index,dark_horse_potential,competitive_bandwidth,competitive_bandwidth_pct,seed_prelim_correlation,avg_improvement_pct,improvement_std,winning_time_sec,distance_category,stroke_category
2002,2002_Nescac_Msd_Results,Backstroke,Men,100,100_Backstroke,8,53.47375,53.345,0.8985535251168942,0.016803637768379703,0.2648825637805693,-1.105885444922756,1.1724999999999994,0.02197956696972536,0.75,0.3814285714285707,0.10999999999999943,6,0.12503500753199911,0.0021044576238760174,0.02927217709826391,1.5700000000000003,0.030036349722594224,,,,51.45,sprint,back
2002,2002_Nescac_Msd_Results,Breaststroke,Men,100,100_Breaststroke,8,58.50875,58.34,0.7552555445013288,0.012908420441409683,0.245415946568276,-0.8252353479376193,0.9924999999999997,0.017012341446691802,0.6099999999999994,0.35999999999999943,0.6099999999999994,1,0.1250207086145303,0.010643866689931938,0.02068327113888159,1.1899999999999977,0.020764264526260647,,,,56.98,sprint,breast
2002,2002_Nescac_Msd_Results,Butterfly,Men,100,100_Butterfly,8,52.27,52.535,0.6870225614927071,0.013143726066437864,-0.5889845246137038,-1.0543353876400319,1.0750000000000028,0.02046254877700586,0.6699999999999946,0.29000000000000015,0.5600000000000023,3,0.1250219398675384,0.010978239560870462,0.025476051212062235,1.1899999999999977,0.023328759066849593,,,,50.7,sprint,fly
2002,2002_Nescac_Msd_Results,Freestyle,Men,100,100_Freestyle,8,47.665,47.769999999999996,0.32714675605911214,0.006863458639654089,-0.47296878345198773,-0.846913244372598,0.3850000000000051,0.008059451538622675,0.27999999999999403,0.15142857142857175,0.19000000000000483,2,0.1250059275787686,0.004035683942226101,0.013849143260907873,0.3300000000000054,0.007009345794392639,,,,45.83,sprint,free
2002,2002_Nescac_Msd_Results,Backstroke,Men,200,200_Backstroke,8,116.13624999999999,115.8,1.8843960405127165,0.016225735207678192,-0.5840346770447854,-0.24194019814422862,2.2924999999999898,0.019797063903281432,3.1300000000000097,0.9028571428571439,3.1300000000000097,1,0.12503358022896807,0.027874254163327186,0.026715266493932386,2.739999999999995,0.024401104283551474,,,,111.13,short,back
2002,2002_Nescac_Msd_Results,Breaststroke,Men,200,200_Breaststroke,8,129.4275,128.935,2.280349479794713,0.017618740065246666,0.9757088161306177,0.1100178670829326,2.177499999999995,0.01688835459727766,3.3300000000000125,1.0914285714285736,0.730000000000004,7,0.12503754171181589,0.005760732323232354,0.024576726862598534,2.890000000000015,0.022806186868686986,,,,125.69,short,breast
2002,2002_Nescac_Msd_Results,Butterfly,Men,200,200_Butterfly,8,117.0075,116.66999999999999,1.1028910870979036,0.00942581532891399,0.38468205063031397,-1.0125662844199264,1.552500000000009,0.013306762663923968,1.1100000000000136,0.4842857142857123,0.12999999999999545,5,0.12501102810137682,0.001124664763387797,0.015592350813482578,1.4399999999999977,0.012457825071372936,,,,112.96,short,fly
2002,2002_Nescac_Msd_Results,Freestyle,Men,200,200_Freestyle,8,105.25874999999999,105.475,1.2933139361732717,0.012286996911641757,-1.0760510754577912,0.30473982979515224,1.0549999999999926,0.010002370229912232,1.8700000000000045,0.6114285714285715,1.8700000000000045,1,0.12501939057720893,0.018259935553168682,0.02469076072056404,1.279999999999987,0.012498779416072522,,,,101.74,short,free
2002,2002_Nescac_Msd_Results,IM,Men,200,200_IM,8,116.40375,117.0,1.344599731332711,0.01155117194534292,-1.575029041496019,1.1591104828648193,0.9350000000000023,0.007991452991453011,2.299999999999997,0.6071428571428571,2.299999999999997,1,0.12501730735071534,0.020318021201413402,0.02394694650925543,0.7999999999999972,0.007067137809187254,,,,112.77,short,im
2002,2002_Nescac_Msd_Results,IM,Men,400,400_IM,8,254.0625,255.95999999999998,5.059616462737067,0.019914849545828554,-1.8763150389474228,2.15101517405033,2.8649999999999523,0.011193155180496767,11.879999999999995,2.4199999999999995,11.879999999999995,1,0.12505353971345556,0.049233319519270596,0.03679285983929233,3.109999999999985,0.01288852051388307,,,,240.36,middle,im
2002,2002_Nescac_Msd_Results,Freestyle,Men,500,500_Freestyle,8,280.2425,279.17499999999995,5.4670347310036425,0.019508228519955546,0.10927372259558456,-1.5541969146167385,9.757499999999993,0.03495119548670187,4.430000000000007,2.200000000000005,1.920000000000016,4,0.12504739273680218,0.0070407040704070995,0.032071426831348025,9.46999999999997,0.03472680601393462,,,,270.16,distance,free
2002,2002_Nescac_Msd_Results,Backstroke,Men,50,50_Backstroke,8,25.473750000000003,25.475,0.4826732202018257,0.0189478667334737,-0.3176955662155534,-0.993849388096637,0.7449999999999974,0.029244357212953775,0.41000000000000014,0.21714285714285708,0.41000000000000014,1,0.12504546791234702,0.01665989435188948,0.03539525824434148,0.6999999999999993,0.028443722064201517,,,,24.52,sprint,back
2002,2002_Nescac_Msd_Results,Breaststroke,Men,50,50_Breaststroke,8,27.5475,27.705,0.4740187232589022,0.01720732274285878,-0.9461476414869616,-0.4543765706660188,0.3374999999999986,0.012181916621548406,0.6999999999999993,0.21428571428571427,0.33000000000000185,2,0.12503826901546788,0.012401352874859144,0.03846872082166191,0.259999999999998,0.009770762871101015,,,,26.46,sprint,breast
2002,2002_Nescac_Msd_Results,Butterfly,Men,50,50_Butterfly,8,23.80875,23.84,0.26848824462162263,0.011276872772473256,-1.1055621585319366,0.7075305490719517,0.19750000000000156,0.008284395973154429,0.5,0.13142857142857167,0.5,1,0.12501630921479404,0.021551724137931036,0.020398009950248687,0.33000000000000185,0.014224137931034563,,,,23.23,sprint,fly
2002,2002_Nescac_Msd_Results,Freestyle,Men,50,50_Freestyle,8,21.455000000000002,21.46,0.2556853535109118,0.011917285178788711,-0.47291634177088765,-0.6715037893605187,0.3100000000000023,0.014445479962721447,0.240000000000002,0.11999999999999998,0.240000000000002,1,0.12501796304384868,0.011444921316166047,0.023075707286233673,0.3099999999999987,0.014783023366714294,,,,20.93,sprint,free
2003,2003_Nescac_Msd_Results,Backstroke,Men,100,100_Backstroke,8,53.56,53.45,1.109279045145991,0.02071096051430155,0.36807734662735425,-0.7080668687518821,1.3825000000000003,0.025865294667913943,1.1300000000000026,0.5300000000000001,0.6199999999999974,7,0.12505288754614188,0.011941448382126298,0.03395239006956397,1.6000000000000014,0.03081664098613254,,,,51.39,sprint,back
2003,2003_Nescac_Msd_Results,Breaststroke,Men,100,100_Breaststroke,8,59.646249999999995,59.655,1.076521452410494,0.01804843477017405,-0.20268733197551708,-1.4110553540459005,1.9125000000000014,0.03205934121196884,0.9499999999999957,0.4128571428571429,0.14000000000000057,5,0.1250410399482223,0.0024112986565621866,0.034778370319398955,1.730000000000004,0.029796761970375542,,,,57.22,sprint,breast
2003,2003_Nescac_Msd_Results,Butterfly,Men,100,100_Butterfly,8,52.301249999999996,52.455,0.6788673931630532,0.012979945855272164,-0.7120154049110263,-0.9190558438126155,0.9500000000000028,0.018110761605185453,0.7899999999999991,0.27142857142857124,0.3200000000000003,2,0.12502146088597277,0.006265909535931081,0.027880799010996184,0.7899999999999991,0.015468964166829824,,,,50.78,sprint,fly
2003,2003_Nescac_Msd_Results,Freestyle,Men,100,100_Freestyle,8,47.245000000000005,47.225,0.19868316486305432,0.004205379719823352,-0.44561927944964935,0.11326382006395441,0.18499999999999517,0.003917416622551512,0.3299999999999983,0.10428571428571384,0.3299999999999983,1,0.12500221918703935,0.0070452604611442845,0.006807786405701376,0.21999999999999886,0.004696840307429523,,,,46.94,sprint,free
2003,2003_Nescac_Msd_Results,Backstroke,Men,200,200_Backstroke,8,116.70500000000001,116.895,2.1258645300206664,0.018215710809482595,-0.3339339821114602,-1.056162813326601,3.3924999999999983,0.029021771675435206,1.8100000000000023,0.9428571428571421,1.8100000000000023,1,0.12504202105137566,0.016027627733994528,0.03361590606286878,3.5799999999999983,0.03170105375011067,,,,111.55,short,back
2003,2003_Nescac_Msd_Results,Breaststroke,Men,200,200_Breaststroke,8,131.68625,130.99,2.9085087996256793,0.022086655209831545,0.012589287111978882,-1.2902278145605897,4.997500000000002,0.038151767310481734,3.1500000000000057,1.2428571428571433,2.450000000000003,5,0.1250610082531235,0.01929285770533115,0.036098220437026325,5.25,0.041341837939995275,,,,124.91,short,breast
2003,2003_Nescac_Msd_Results,Butterfly,Men,200,200_Butterfly,8,115.545,115.455,0.9748974305023077,0.008437383101841773,0.20204423657116072,-1.588861649285399,1.7750000000000057,0.015373955220648787,1.0300000000000011,0.3728571428571428,0.09999999999999432,4,0.12500886911279846,0.0008738203425375246,0.012286371444376507,2.030000000000001,0.017738552953512766,,,,114.78,short,fly
2003,2003_Nescac_Msd_Results,Freestyle,Men,200,200_Freestyle,8,104.70625000000001,105.01,1.1066609406227377,0.010569196591633618,-0.6657983133921578,-1.053679829749103,1.4675000000000011,0.013974859537186945,1.539999999999992,0.43428571428571516,0.04999999999999716,2,0.12501416449760774,0.00048581422464046985,0.022811533666844856,1.210000000000008,0.011756704236300116,,,,101.32,short,free
2003,2003_Nescac_Msd_Results,IM,Men,200,200_IM,8,117.04249999999999,117.42500000000001,1.3417688884453989,0.011463945903799039,-1.0900072612440892,0.21326946291800075,1.6274999999999977,0.013859910581222035,2.069999999999993,0.6200000000000004,2.069999999999993,1,0.1250168530593674,0.018143570865106436,0.0222077452044878,1.6400000000000006,0.014374616530809015,,,,113.29,short,im
2003,2003_Nescac_Msd_Results,IM,Men,400,400_IM,8,253.43,252.9,1.4013564856951903,0.0055295603744433975,1.1391893637311852,0.2748324220794389,1.4974999999999739,0.005921312771846476,2.079999999999984,0.6585714285714265,0.3800000000000239,7,0.1250037746404576,0.001508415369958812,0.006981079687437987,1.8699999999999761,0.007422991425849381,,,,244.85,middle,im
2003,2003_Nescac_Msd_Results,Freestyle,Men,500,500_Freestyle,8,281.08500000000004,281.775,2.3752157796713953,0.008450169093588753,-0.671988333217553,-0.3807919833485287,1.947499999999991,0.006911542897702036,2.259999999999991,1.145714285714283,2.259999999999991,1,0.12500903017444998,0.00817714740574568,0.017176558202106777,2.4699999999999704,0.00893697083725295,,,,276.15,distance,free
