year,event_name,stroke,gender,distance,meet,school,swimmer_name,round,fastest_time_sec,fastest_time_format
2008,100_Freestyle,Freestyle,Men,100,2008_Nescac_Msd_Results,Wesleyan,"Becker, Chris",Final,47.03,47.03
2008,100_Freestyle,Freestyle,Men,100,2008_Nescac_Msd_Results,Williams,"Wampler, Ben",Final,46.2,46.20
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Amherst,"Waskom, Mike",Prelim,115.47999999999999,1:55.48
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Bates,"Berry, Chris",Final,117.1,1:57.10
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Bowdoin,"Kimball, Josh",Prelim,121.5,2:01.50
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Colby,"Finnerty, Mike",Prelim,117.99000000000001,1:57.99
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Hamilton,"Johnson, Todd",Final,116.34,1:56.34
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Middlebury,"Woods, Zach",Final,113.91,1:53.91
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Trinity,"Boynton, Andrew",Final,119.75,1:59.75
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Tufts,"Sullivan, Sean",Prelim,115.32,1:55.32
2008,200_Backstroke,Backstroke,Men,200,2008_Nescac_Msd_Results,Williams,"Bullitt, Ben",Final,112.11,1:52.11!
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Amherst,"Stanton, James",Final,131.26,2:11.26
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Bowdoin,"Swafford, Andrew",Prelim,141.57999999999998,2:21.58
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Colby,"Peterson, Andrew",Final,134.18,2:14.18
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Hamilton,"Mereness, Jared",Final,131.88,2:11.88
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Middlebury,"Bell, Peter",Final,130.18,2:10.18
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Trinity,"DiPietro, Mike",Prelim,146.36,2:26.36
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Tufts,"Vorlicek, Chris",Final,131.27,2:11.27
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Wesleyan,"Bailey, Michael",Final,131.93,2:11.93
2008,200_Breaststroke,Breaststroke,Men,200,2008_Nescac_Msd_Results,Williams,"Bonewell, Tyler",Prelim,122.76,2:02.76
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Amherst,"Holmes, C.J.",Final,116.24000000000001,1:56.24
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Bowdoin,"Morris, Sean",Final,119.18,1:59.18
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Colby,"Metcalf, David",Prelim,130.52,2:10.52
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Hamilton,"Sievers, Bowie",Final,114.45,1:54.45
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Middlebury,"Dillon, John",Prelim,110.15,1:50.15
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Tufts,"Salzberg, Matthew",Prelim,118.95,1:58.95
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Wesleyan,"Drost, Dana",Final,118.0,1:58.00
2008,200_Butterfly,Butterfly,Men,200,2008_Nescac_Msd_Results,Williams,"Scott, Norman",Final,109.81,1:49.81
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Amherst,"Fraser, Alex",Final,101.16,1:41.16
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Bates,"Cooper, Nate",Prelim,112.14,1:52.14
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Bowdoin,"Seward, Matt",Final,109.02000000000001,1:49.02
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Colby,"McCulloch, Evan",Prelim,112.42,1:52.42
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Hamilton,"DeConinck, Jake",Prelim,105.47,1:45.47
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Middlebury,"O'Rourke, Kevin",Final,101.0,1:41.00!
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Trinity,"Murdoch, C. J.",Final,108.71000000000001,1:48.71
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Tufts,"Meyer, David",Prelim,105.93,1:45.93
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Wesleyan,"Storms, Dan",Prelim,103.82,1:43.82
2008,200_Freestyle,Freestyle,Men,200,2008_Nescac_Msd_Results,Williams,"Kirwan, Michael",Final,103.1,1:43.10
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Amherst,"Maslan, Andrew",Prelim,115.33,1:55.33
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Bowdoin,"Heyde, Keith",Prelim,130.74,2:10.74
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Colby,"Williams, Peter",Final,120.36,2:00.36
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Hamilton,"Sievers, Bowie",Prelim,117.8,1:57.80
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Middlebury,"Woods, Zach",Prelim,118.37,1:58.37
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Tufts,"Salzberg, Matthew",Prelim,118.56,1:58.56
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Wesleyan,"Bailey, Michael",Final,117.08,1:57.08
2008,200_IM,IM,Men,200,2008_Nescac_Msd_Results,Williams,"Felker, Henry",Final,113.47999999999999,1:53.48
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Amherst,"Maslan, Andrew",Prelim,247.39,4:07.39
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Bowdoin,"Hurst, Christian",Final,262.8,4:22.80
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Colby,"Finnerty, Mike",Prelim,262.56,4:22.56
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Hamilton,"Sievers, Bowie",Final,249.7,4:09.70
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Middlebury,"DeVore, Zach",Final,260.68,4:20.68
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Trinity,"Gordon, Jason",Final,272.39,4:32.39
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Tufts,"Vorlicek, Chris",Final,248.21,4:08.21
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Wesleyan,"Bailey, Michael",Prelim,256.05,4:16.05
2008,400_IM,IM,Men,400,2008_Nescac_Msd_Results,Williams,"Millen, Chris",Final,244.83,4:04.83
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Amherst,"Fraser, Alex",Prelim,273.0,4:33.00
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Bates,"Harvey, John",Prelim,330.69,5:30.69
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Bowdoin,"Seward, Matt",Prelim,295.3,4:55.30
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Colby,"Smith, Kevin",Prelim,278.89,4:38.89
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Hamilton,"Witkowski, Andrew",Final,290.62,4:50.62
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Middlebury,"O'Rourke, Kevin",Final,272.76,4:32.76
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Trinity,"Murdoch, C. J.",Prelim,295.72,4:55.72
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Tufts,"Vorlicek, Chris",Final,281.81,4:41.81
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Wesleyan,"Beck, Ryan",Prelim,289.98,4:49.98
2008,500_Freestyle,Freestyle,Men,500,2008_Nescac_Msd_Results,Williams,"Roberson, Gary",Final,273.26,4:33.26
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Amherst,"Waskom, Mike",Final,24.41,24.41
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Bates,"Berry, Chris",Prelim,24.66,24.66
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Bowdoin,"Rachlin, Ben",Final,25.13,25.13
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Colby,"Townsend, Travis",Final,26.33,26.33
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Hamilton,"Johnson, Todd",Prelim,23.9,23.90
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Middlebury,"Dillon, John",Prelim,24.04,24.04
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Trinity,"Keery, Barton",Final,25.61,25.61
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Tufts,"Glenn, Matthew",Final,24.89,24.89
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Wesleyan,"Becker, Chris",Final,25.76,25.76
2008,50_Backstroke,Backstroke,Men,50,2008_Nescac_Msd_Results,Williams,"Macdonald, Worth",Prelim,24.76,24.76
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Amherst,"Prill, Derek",Final,26.36,26.36
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Bowdoin,"Swanson, David",Prelim,28.31,28.31
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Colby,"Zevin, Craig",Final,27.08,27.08
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Hamilton,"Mereness, Jared",Final,26.97,26.97
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Middlebury,"Bell, Peter",Final,26.63,26.63
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Trinity,"DiPietro, Mike",Prelim,29.66,29.66
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Tufts,"Longhurst, James",Final,26.87,26.87
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Wesleyan,"Stein, Jeff",Prelim,27.76,27.76
2008,50_Breaststroke,Breaststroke,Men,50,2008_Nescac_Msd_Results,Williams,"Bonewell, Tyler",Prelim,26.18,26.18
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Amherst,"Peterson, Walker",Prelim,25.69,25.69
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Bates,"Carroll, Patrick",Final,25.11,25.11
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Bowdoin,"Morris, Sean",Final,23.69,23.69
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Colby,"Williams, Peter",Final,23.91,23.91
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Hamilton,"DeConinck, Chris",Prelim,23.81,23.81
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Middlebury,"Pepper, Jake",Prelim,24.82,24.82
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Trinity,"Boynton, Andrew",Final,24.34,24.34
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Tufts,"Mitchell, Ben",Prelim,23.69,23.69
2008,50_Butterfly,Butterfly,Men,50,2008_Nescac_Msd_Results,Williams,"Scott, Norman",Final,22.38,22.38&
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Amherst,"Witzke, Christian",Final,21.14,21.14
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Bates,"Cooper, Nate",Prelim,22.5,22.50
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Bowdoin,"Swanson, David",Prelim,21.94,21.94
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Colby,"Wampler, Sam",Prelim,21.46,21.46
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Hamilton,"DeConinck, Jake",Final,21.75,21.75
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Middlebury,"Beeman, Schuyler",Final,20.56,20.56&
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Trinity,"Gerli, Brooks",Prelim,22.48,22.48
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Tufts,"Shields, Andrew",Prelim,21.22,21.22
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Wesleyan,"Pepi, Mike",Prelim,21.42,21.42
2008,50_Freestyle,Freestyle,Men,50,2008_Nescac_Msd_Results,Williams,"Wampler, Ben",Prelim,20.85,20.85
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Amherst,"White, Tim",Final,51.65,51.65
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Bates,"Berry, Chris",Final,52.29,52.29
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Bowdoin,"Kimball, Josh",Prelim,53.95,53.95
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Colby,"Gross, Ben",Final,53.9,53.90
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Hamilton,"Brodsky, Andrew",Prelim,55.3,55.30
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Middlebury,"Woods, Zach",Final,51.83,51.83
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Trinity,"Boynton, Andrew",Final,54.73,54.73
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Tufts,"Del Moro, Michael",Prelim,51.99,51.99
2009,100_Backstroke,Backstroke,Men,100,2009_Nescac_Msd_Results,Williams,"Macdonald, Worth",Final,51.56,51.56
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Amherst,"Federak, Bart",Prelim,57.11,57.11
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Bates,"McKeown, Alex",Final,61.19,1:01.19
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Bowdoin,"Mecray, Nathan",Final,57.53,57.53
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Colby,"Zevin, Craig",Final,59.68,59.68
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Hamilton,"Mereness, Jared",Final,58.44,58.44
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Middlebury,"Vukich, Matt",Final,59.24,59.24
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Trinity,"Remigino, Dan",Final,58.08,58.08
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Tufts,"Longhurst, James",Final,57.54,57.54
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Wesleyan,"Saleh, Momo",Prelim,60.03,1:00.03
2009,100_Breaststroke,Breaststroke,Men,100,2009_Nescac_Msd_Results,Williams,"Bonewell, Tyler",Final,57.02,57.02
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Amherst,"McBratney, Ben",Final,50.85,50.85
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Bates,"Scott, Ned",Final,51.68,51.68
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Bowdoin,"Routh, Mac",Final,50.81,50.81
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Colby,"Williams, Peter",Final,51.27,51.27
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Hamilton,"Chaponis, Stephen",Final,52.59,52.59
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Middlebury,"Asaga, Kazu",Final,52.0,52.00
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Trinity,"Bhamla, Ayaas",Prelim,54.47,54.47
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Tufts,"Shields, Andrew",Final,49.9,49.90
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Wesleyan,"McKeown, Kevin",Prelim,54.22,54.22
2009,100_Butterfly,Butterfly,Men,100,2009_Nescac_Msd_Results,Williams,"Scott, Norman",Final,48.89,48.89
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Amherst,"Fraser, Alex",Final,44.81,44.81&
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Bates,"Scott, Ned",Prelim,47.76,47.76
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Bowdoin,"Mecray, Nathan",Prelim,47.06,47.06
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Colby,"Wampler, Sam",Final,45.7,45.70
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Hamilton,"DeConinck, Jake",Prelim,47.0,47.00
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Middlebury,"O'Rourke, Kevin",Final,45.3,45.30
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Tufts,"Shields, Andrew",Prelim,46.08,46.08
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Wesleyan,"Storms, Dan",Final,46.95,46.95
2009,100_Freestyle,Freestyle,Men,100,2009_Nescac_Msd_Results,Williams,"D'Ignazio, Andrew",Final,47.37,47.37
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Amherst,"White, Tim",Prelim,110.34,1:50.34
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Bates,"Depew, Nathaniel",Prelim,114.46000000000001,1:54.46
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Bowdoin,"Kwan, Matt",Prelim,124.82,2:04.82
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Colby,"Townsend, Travis",Prelim,118.56,1:58.56
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Hamilton,"Crowell, Christopher",Prelim,125.17,2:05.17
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Middlebury,"Woods, Zach",Final,111.32,1:51.32
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Trinity,"Boynton, Andrew",Final,120.25,2:00.25
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Tufts,"Altman, Andrew",Prelim,114.36,1:54.36
2009,200_Backstroke,Backstroke,Men,200,2009_Nescac_Msd_Results,Williams,"Hollander, Jordan",Prelim,112.91,1:52.91
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Amherst,"Federak, Bart",Final,124.54,2:04.54
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Bates,"Horn, Ben",Prelim,140.99,2:20.99
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Bowdoin,"Goldstein, Max",Final,133.11,2:13.11
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Colby,"Zevin, Craig",Prelim,134.81,2:14.81
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Hamilton,"Mereness, Jared",Prelim,128.86,2:08.86
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Middlebury,"Vukich, Matt",Final,130.65,2:10.65
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Trinity,"Latka, Alex",Prelim,136.52,2:16.52
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Tufts,"Vorlicek, Chris",Final,127.31,2:07.31
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Wesleyan,"Ginsberg, Max",Final,131.5,2:11.50
2009,200_Breaststroke,Breaststroke,Men,200,2009_Nescac_Msd_Results,Williams,"Bonewell, Tyler",Final,123.33,2:03.33!
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Amherst,"Holmes, C.J.",Prelim,116.19,1:56.19
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Bates,"McKeown, Alex",Prelim,127.57,2:07.57
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Bowdoin,"Hurst, Christian",Prelim,125.02,2:05.02
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Colby,"Trafton, Ryan",Prelim,121.01,2:01.01
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Hamilton,"Sievers, Bowie",Final,114.22,1:54.22
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Middlebury,"Glatt, Kevin",Prelim,120.02,2:00.02
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Trinity,"Bhamla, Ayaas",Prelim,122.74,2:02.74
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Tufts,"Strittmatter, Alex",Prelim,116.93,1:56.93
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Wesleyan,"Courville, Jared",Prelim,121.04,2:01.04
2009,200_Butterfly,Butterfly,Men,200,2009_Nescac_Msd_Results,Williams,"Scott, Norman",Final,109.41,1:49.41&
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Amherst,"Fraser, Alex",Final,98.35,1:38.35
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Bates,"Andrews, Mark",Final,107.78,1:47.78
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Bowdoin,"Kimball, Josh",Final,109.08,1:49.08
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Colby,"Rieling, Raymond",Prelim,107.0,1:47.00
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Hamilton,"DeConinck, Jake",Prelim,103.22,1:43.22
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Middlebury,"O'Rourke, Kevin",Prelim,98.22,1:38.22
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Trinity,"Murdoch, C. J.",Final,104.13,1:44.13
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Tufts,"Strittmatter, Alex",Prelim,102.25999999999999,1:42.26
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Wesleyan,"Storms, Dan",Final,102.27000000000001,1:42.27
2009,200_Freestyle,Freestyle,Men,200,2009_Nescac_Msd_Results,Williams,"Lebovitz, David",Final,103.43,1:43.43
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Amherst,"Federak, Bart",Prelim,114.08,1:54.08
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Bates,"Aupi, Dan",Final,117.09,1:57.09
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Bowdoin,"Goldstein, Max",Final,115.22,1:55.22
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Colby,"Williams, Peter",Final,118.1,1:58.10
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Hamilton,"Sievers, Bowie",Final,115.42,1:55.42
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Middlebury,"Burwell, Tripp",Prelim,120.6,2:00.60
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Trinity,"Gavin, Tripp",Final,122.36,2:02.36
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Tufts,"Vorlicek, Chris",Final,115.09,1:55.09
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Wesleyan,"Bailey, Michael",Final,114.95,1:54.95
2009,200_IM,IM,Men,200,2009_Nescac_Msd_Results,Williams,"Heumann, Thatcher",Prelim,114.46000000000001,1:54.46
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Amherst,"Lichtenfels, Ryan",Final,240.99,4:00.99
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Bowdoin,"Goldstein, Max",Final,251.01,4:11.01
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Hamilton,"Sievers, Bowie",Final,244.28,4:04.28
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Middlebury,"Burwell, Tripp",Final,257.3,4:17.30
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Trinity,"Gavin, Tripp",Final,261.53,4:21.53
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Tufts,"Vorlicek, Chris",Final,244.54,4:04.54
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Wesleyan,"Bailey, Michael",Prelim,249.74,4:09.74
2009,400_IM,IM,Men,400,2009_Nescac_Msd_Results,Williams,"Horgan, Stuart",Prelim,245.98,4:05.98
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Amherst,"Fraser, Alex",Final,267.36,4:27.36&
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Bates,"MacNaughton, Jake",Prelim,294.2,4:54.20
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Bowdoin,"Wells, David",Prelim,286.84000000000003,4:46.84
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Colby,"Hirsch, David",Prelim,293.48,4:53.48
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Hamilton,"Brennan, Michael",Prelim,282.39,4:42.39
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Middlebury,"O'Rourke, Kevin",Prelim,271.36,4:31.36
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Trinity,"Murdoch, C. J.",Final,282.95,4:42.95
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Tufts,"Strittmatter, Alex",Final,278.54,4:38.54
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Wesleyan,"Beck, Ryan",Prelim,285.25,4:45.25
2009,500_Freestyle,Freestyle,Men,500,2009_Nescac_Msd_Results,Williams,"Roberson, Gary",Final,271.21,4:31.21
2009,50_Backstroke,Backstroke,Men,50,2009_Nescac_Msd_Results,Amherst,"Fitzgerald, Reid",Final,24.01,24.01
2009,50_Backstroke,Backstroke,Men,50,2009_Nescac_Msd_Results,Bates,"Berry, Chris",Final,24.14,24.14
2009,50_Backstroke,Backstroke,Men,50,2009_Nescac_Msd_Results,Bowdoin,"Kimball, Josh",Final,25.41,25.41
2009,50_Backstroke,Backstroke,Men,50,2009_Nescac_Msd_Results,Colby,"Townsend, Travis",Final,25.36,25.36
2009,50_Backstroke,Backstroke,Men,50,2009_Nescac_Msd_Results,Hamilton,"Crowell, Christopher",Prelim,26.3,26.30
